CG4822	NM_164365	chr2L	-	117078	120631	117330	120032	11	117078,117819,118135,118360,118930,119133,119287,119430,119827,120167,120420,	117759,118076,118304,118874,119076,119235,119375,119554,120080,120364,120631,
CG3164	NM_164366	chr2L	-	122623	130791	123128	130551	9	122623,123080,123693,123855,124086,125076,126109,128799,130507,	122994,123629,123794,124024,124920,125266,126227,128942,130791,
CR44969	NR_123999	chr2L	+	122836	124031	124031	124031	3	122836,123139,123324,	123072,123258,124031,
Gs1	NM_001169368	chr2L	+	132076	133995	132482	133682	2	132076,132475,	132255,133995,
CR44185	NR_073672	chr2L	+	135401	136128	136128	136128	1	135401,	136128,
CR44186	NR_073673	chr2L	+	136143	136701	136701	136701	2	136143,136272,	136216,136701,
CG31975	NM_164369	chr2L	-	138383	140992	139470	140933	6	138383,138668,139255,139441,139740,140113,	138590,139198,139385,139687,139954,140992,
CG31976	NM_001298613	chr2L	-	138383	139588	138694	139336	4	138383,138668,139255,139441,	138590,139198,139385,139588,
CG31974	NM_164370	chr2L	-	141076	143091	141129	142487	4	141076,141395,141670,142723,	141340,141609,142662,143091,
CG11454	NM_134653	chr2L	+	143322	144227	143377	144094	1	143322,	144227,
CG42399	NM_001272872	chr2L	-	144230	153300	144373	153106	9	144230,147354,147510,147764,147994,148091,148337,148878,151114,	145910,147454,147710,147936,148037,148173,148825,149226,153300,
CG3709	NM_134656	chr2L	-	153538	155305	153676	155247	2	153538,155127,	155059,155305,
CG3436	NM_001298614	chr2L	+	156028	157666	156240	157541	3	156028,156422,156735,	156348,156552,157666,
CG33635	NM_001032044	chr2L	-	157835	158664	157943	158603	2	157835,158435,	158375,158664,
spen	NM_001272875	chr2L	+	159031	201588	175433	201414	14	159031,160008,164158,175360,183760,185151,186192,187481,199636,199902,200119,200375,200741,201126,	159819,163001,164234,175447,185082,186123,187016,199575,199743,199983,200315,200675,201061,201588,
mRpL10	NM_078716	chr2L	+	203778	204782	203869	204717	2	203778,203992,	203891,204782,
CG11617	NM_001258888	chr2L	-	204742	206797	205043	206044	4	204742,205271,206000,206699,	205212,205943,206050,206797,
Tbc1d15-17	NM_001272877	chr2L	+	207178	210506	207511	209858	3	207178,207710,208728,	207631,208608,210506,
kis	NM_001258889	chr2L	-	210734	250823	212184	242287	19	210734,215033,215772,216076,216344,216631,226115,227371,228132,229172,229929,230537,230757,231947,232291,233996,234236,242243,250756,	214942,215676,216007,216275,216573,218885,226508,227547,228281,229382,229977,230627,231034,232101,232379,234174,242143,242744,250823,
CR44220	NR_073674	chr2L	+	219650	220050	220050	220050	1	219650,	220050,
CR44222	NR_073675	chr2L	+	223518	224708	224708	224708	1	223518,	224708,
CR44221	NR_073676	chr2L	+	228036	228588	228588	228588	1	228036,	228588,
snoRNA:kis-a	NR_047866	chr2L	-	232165	232253	232253	232253	1	232165,	232253,
CG13693	NM_134661	chr2L	+	232486	234208	232571	233965	2	232486,233216,	233154,234208,
mir-965	NR_047867	chr2L	-	243034	243141	243141	243141	1	243034,	243141,
CR44218	NR_073677	chr2L	+	248908	249812	249812	249812	1	248908,	249812,
Rpp30	NM_001272879	chr2L	-	251038	252373	251193	252317	5	251038,251526,251855,251978,252226,	251464,251801,251924,252166,252373,
CG3645	NM_001272880	chr2L	-	252588	254750	252662	254379	5	252588,253219,253445,253955,254561,	253145,253385,253890,254397,254750,
CG17075	NM_001258892	chr2L	-	259948	267505	263781	266688	1	259948,	267505,
CR44219	NR_073678	chr2L	+	262202	263003	263003	263003	2	262202,262644,	262597,263003,
CG3345	NM_134665	chr2L	+	269087	271626	269191	271314	3	269087,269457,270660,	269389,270606,271626,
mbm	NM_134667	chr2L	-	271911	273715	271966	273634	2	271911,272554,	272506,273715,
CG11555	NM_001298615	chr2L	+	273835	274694	273985	274651	1	273835,	274694,
CG17078	NM_001272883	chr2L	-	274739	278234	274946	277142	4	274739,275318,276738,276958,	275251,276497,276903,278234,
smo	NM_078719	chr2L	+	277581	282167	277825	281514	6	277581,277929,278642,279184,279869,280109,	277863,278323,279124,279805,280040,282167,
CG11601	NM_001298617	chr2L	-	281669	283195	282171	283147	2	281669,282653,	282505,283195,
CG3625	NM_001258893	chr2L	-	283384	291795	283885	291010	4	283384,284747,290812,291660,	284210,284968,291031,291795,
CR46262	NR_133058	chr2L	+	283806	284255	284255	284255	1	283806,	284255,
CR46263	NR_133059	chr2L	+	286382	288292	288292	288292	2	286382,286752,	286662,288292,
Amnionless	NM_001272884	chr2L	-	287251	289144	287401	288919	1	287251,	289144,
CG11562	NM_134672	chr2L	+	292418	293222	292568	293002	2	292418,292716,	292660,293222,
U2af38	NM_001272885	chr2L	-	292958	294681	293621	294484	2	292958,294440,	294372,294681,
Hop	NM_058006	chr2L	+	295121	297449	295271	297049	4	295121,295345,295703,296976,	295280,295628,296811,297449,
Pi3K21B	NM_001272888	chr2L	+	297879	305233	299061	302659	3	297879,299032,302025,	298403,299918,305233,
Plc21C	NM_205884	chr2L	+	305934	355566	318027	345448	18	305934,317742,325677,334119,335414,336017,336348,337015,337937,339206,340709,342578,342865,344023,344575,345008,345214,355384,	306389,318120,325824,334257,335548,336203,336546,337198,338118,339441,340855,342792,343729,344489,344947,345153,347937,355566,
CR43719	NR_073679	chr2L	-	308536	309348	309348	309348	2	308536,308996,	308842,309348,
CG11912	NM_134673	chr2L	-	318361	319259	318417	319233	1	318361,	319259,
CG11911	NM_134674	chr2L	-	320278	321248	320387	321221	1	320278,	321248,
CG33127	NM_175942	chr2L	+	322100	323091	322130	322985	1	322100,	323091,
CG43755	NM_164379	chr2L	-	325521	329761	325870	329625	2	325521,328592,	326061,329761,
CG31921	NM_164380	chr2L	-	329909	332335	329990	332132	1	329909,	332335,
Ent1	NM_001272891	chr2L	-	355564	357874	355917	357686	5	355564,356366,356890,357422,357815,	356312,356837,357191,357748,357874,
CR45367	NR_124001	chr2L	+	355662	356891	356891	356891	1	355662,	356891,
CR45366	NR_124002	chr2L	+	357328	358174	358174	358174	1	357328,	358174,
al	NM_164382	chr2L	+	378111	387439	384550	387270	5	378111,384510,385700,386307,386702,	378481,384894,385746,386576,387439,
CR43718	NR_073680	chr2L	+	396119	396571	396571	396571	1	396119,	396571,
CG4213	NM_001272892	chr2L	-	396594	402054	396733	401663	5	396594,399847,400522,400724,401006,	398866,400456,400667,400942,402054,
RpI135	NM_057360	chr2L	+	404284	407969	404383	407894	3	404284,404535,406094,	404473,406035,407969,
AP-2alpha	NM_057471	chr2L	-	408029	414777	409387	413459	9	408029,409531,409789,410126,411128,411781,412446,413395,414442,	409465,409736,410073,411060,411718,412237,412658,413654,414777,
ebi	NM_057981	chr2L	+	415066	418536	415388	417634	3	415066,415511,416788,	415446,416710,418536,
CG13690	NM_134677	chr2L	-	418433	419652	418556	419600	1	418433,	419652,
RpLP1	NM_001272893	chr2L	+	419951	420864	420074	420558	2	419951,420291,	420146,420864,
CG11885	NM_134678	chr2L	-	420894	421450	420940	421366	1	420894,	421450,
CG13692	NM_134679	chr2L	+	421770	422489	421799	422435	2	421770,422242,	422188,422489,
BBS8	NM_134680	chr2L	+	422872	425321	423451	425291	4	422872,423915,424823,425072,	423845,424763,425012,425321,
ex	NM_001272894	chr2L	+	431226	448701	438424	447249	6	431226,438379,438581,443081,443225,446641,	431899,438516,438727,443161,446583,448701,
CR43717	NR_073681	chr2L	+	439538	440104	440104	440104	1	439538,	440104,
crq	NM_001272896	chr2L	-	448253	453024	449020	450794	6	448253,449229,449434,450665,452576,452797,	449170,449320,450540,450878,452736,453024,
CG4164	NM_134681	chr2L	+	453107	454654	453261	454385	2	453107,454329,	454270,454654,
CG4133	NM_001272897	chr2L	+	455530	458745	455800	458390	8	455530,456085,456288,456538,456796,456972,457399,457627,	455827,456223,456468,456729,456897,457338,457562,458745,
CG4297	NM_134683	chr2L	-	458875	472200	460514	464933	2	458875,471397,	464941,472200,
MED15	NM_134684	chr2L	+	473012	476170	473112	475802	7	473012,473222,474053,475035,475232,475915,476077,	473165,473994,474765,475178,475851,476015,476170,
ush	NM_001272902	chr2L	+	476219	540532	491315	539956	9	476219,489516,525391,536022,537036,537548,537862,539309,539517,	476331,491358,525436,536966,537431,537749,539249,539452,540532,
cbt	NM_001272903	chr2L	-	476445	479688	476986	478030	2	476445,479086,	478204,479688,
CR46258	NR_133060	chr2L	+	490834	492649	492649	492649	1	490834,	492649,
CR46259	NR_133062	chr2L	-	500872	502236	502236	502236	1	500872,	502236,
lwr	NM_001272904	chr2L	-	540598	542580	541767	542247	3	540598,541708,542429,	541168,542350,542580,
Spp	NM_078720	chr2L	-	542785	544653	543240	544542	3	542785,543415,544332,	543349,544266,544653,
Ets21C	NM_001298618	chr2L	-	544924	552454	547413	551857	4	544924,546532,547977,551157,	546479,547900,548218,552454,
nAChRbeta3	NM_080359	chr2L	+	545128	547096	545191	546953	4	545128,545370,545815,546564,	545306,545564,546443,547096,
rempA	NM_134686	chr2L	-	553741	560310	553936	559574	6	553741,554335,555509,557721,557942,559562,	554274,555446,557665,557882,558541,560310,
Tspo	NM_134687	chr2L	+	559611	560523	559698	560315	2	559611,560096,	560037,560523,
CG11835	NM_001298620	chr2L	-	560567	563819	560793	563181	2	560567,563258,	563189,563819,
CG2794	NM_134689	chr2L	+	564162	566472	564226	566329	1	564162,	566472,
Nle	NM_057946	chr2L	-	566365	568121	566425	568064	4	566365,566497,566679,567088,	566438,566624,567030,568121,
CG2807	NM_001272908	chr2L	+	568339	572907	568405	572650	3	568339,568598,569347,	568433,569290,572907,
Ipk2	NM_134691	chr2L	-	573032	574264	573205	574135	1	573032,	574264,
cold	NM_001272909	chr2L	+	574290	575734	574640	575236	4	574290,574633,574779,575143,	574355,574698,575090,575734,
Ptth	NM_001298621	chr2L	-	575710	576896	575776	576600	3	575710,576080,576513,	576022,576404,576896,
Pph13	NM_057982	chr2L	+	577485	579549	577992	579250	3	577485,578154,578483,	578033,578420,579549,
Gsc	NM_001144290	chr2L	-	583543	594685	584178	594380	3	583543,592271,593587,	584445,592633,594685,
CR46148	NR_133063	chr2L	+	588047	588784	588784	588784	2	588047,588646,	588579,588784,
CG13689	NM_001272910	chr2L	+	602812	604430	602870	603339	2	602812,603073,	602949,604430,
CR43648	NR_124003	chr2L	+	605913	606412	606412	606412	1	605913,	606412,
CR43649	NR_073683	chr2L	-	608339	609134	609134	609134	1	608339,	609134,
lectin-21Cb	NM_134695	chr2L	-	620297	621201	620432	621182	1	620297,	621201,
CR44797	NR_124004	chr2L	+	623106	623665	623665	623665	1	623106,	623665,
CR44798	NR_124005	chr2L	-	623899	624323	624323	624323	1	623899,	624323,
lectin-21Ca	NM_144385	chr2L	+	624616	625556	624643	625453	1	624616,	625556,
CG2839	NM_134696	chr2L	+	625651	628200	625662	628143	1	625651,	628200,
CR45369	NR_124006	chr2L	+	628728	629052	629052	629052	1	628728,	629052,
ds	NM_078722	chr2L	-	640012	714983	640958	707766	12	640012,644436,647988,648478,648990,649933,652785,654246,655273,656711,705870,714274,	644314,645716,648361,648886,649765,650293,653288,654700,655866,657384,707867,714983,
CR44988	NR_124007	chr2L	+	710567	715307	715307	715307	2	710567,714858,	710667,715307,
CR46260	NR_133064	chr2L	-	721984	724833	724833	724833	2	721984,724080,	724015,724833,
Hsp60B	NM_080186	chr2L	+	728361	730564	728507	730454	1	728361,	730564,
Eaat2	NM_001169374	chr2L	-	737211	744395	738073	740947	8	737211,738320,738507,739444,740356,740799,743337,744079,	738268,738435,738837,740014,740690,740964,743619,744395,
GABA-B-R3	NM_164387	chr2L	+	749944	762142	753118	760913	11	749944,752730,754486,755020,755828,756667,757127,757799,758846,759230,759678,	750400,753730,754630,755296,756080,757030,757429,757938,759122,759549,762142,
CR44614	NR_124008	chr2L	+	772513	773093	773093	773093	1	772513,	773093,
CG12506	NM_134697	chr2L	+	773546	774017	773594	773918	1	773546,	774017,
CG13946	NM_144103	chr2L	+	776535	776941	776541	776841	1	776535,	776941,
CG13947	NM_134698	chr2L	+	779172	779655	779203	779563	1	779172,	779655,
Gr21a	NM_078724	chr2L	+	780481	782885	781296	782824	4	780481,782123,782237,782494,	782048,782181,782441,782885,
CG3544	NM_001272913	chr2L	+	784335	788776	784420	786139	2	784335,786509,	786427,788776,
Pkg21D	NM_057865	chr2L	-	786152	790798	786259	790629	5	786152,786478,786732,788241,790488,	786422,786664,788178,788612,790798,
CR45259	NR_124009	chr2L	+	799855	800323	800323	800323	1	799855,	800323,
Nnf1b	NM_164388	chr2L	+	810576	811531	810645	811432	4	810576,810808,811088,811258,	810758,811021,811203,811531,
Dbp21E2	NM_134700	chr2L	+	811583	813380	811635	813311	2	811583,812561,	812496,813380,
Saf6	NM_001272914	chr2L	-	813313	815950	813456	815831	5	813313,813950,814242,815274,815474,	813893,814184,815221,815412,815950,
Pex12	NM_001272915	chr2L	+	815992	818096	816082	816976	1	815992,	818096,
CG15880	NM_134703	chr2L	-	816993	817950	817045	817898	2	816993,817243,	817182,817950,
CG3876	NM_134704	chr2L	-	818078	819508	818506	819334	2	818078,818703,	818643,819508,
Clp	NM_057808	chr2L	+	819963	821209	820078	820969	1	819963,	821209,
CG3662	NM_001258898	chr2L	+	821288	824337	821551	823776	4	821288,822857,823636,824190,	821659,823569,824137,824337,
CG3862	NM_134706	chr2L	-	824328	825861	824432	825797	1	824328,	825861,
dock	NM_001272916	chr2L	+	825968	832331	829535	831923	6	825968,829304,830144,830737,831176,831713,	826507,829971,830349,831083,831626,832331,
drongo	NM_001169377	chr2L	-	833583	851071	834544	850068	6	833583,834973,835352,835703,836545,849898,	834583,835290,835547,836171,837378,851071,
CR44060	NR_073684	chr2L	+	850701	851163	851163	851163	1	850701,	851163,
CG4291	NM_001272917	chr2L	-	851250	852730	851442	852629	4	851250,851717,852498,852627,	851659,852442,852571,852730,
kraken	NM_057917	chr2L	+	852767	854539	852935	854383	3	852767,853191,853544,	853005,853278,854539,
CG13949	NM_134708	chr2L	+	855336	856236	855549	856107	3	855336,855686,855867,	855623,855810,856236,
CR45345	NR_124010	chr2L	+	857402	857795	857795	857795	1	857402,	857795,
mir-375	NR_047869	chr2L	+	857541	857632	857632	857632	1	857541,	857632,
CG13950	NM_134709	chr2L	+	860308	861806	860320	861696	3	860308,860763,861428,	860409,861357,861806,
aru	NM_164393	chr2L	-	861848	865861	862165	864908	7	861848,862318,862562,864194,864397,864876,865826,	862258,862498,864134,864338,864794,865060,865861,
snoRNA:Me28S-U1230	NR_003752	chr2L	-	865365	865493	865493	865493	1	865365,	865493,
dbe	NM_057892	chr2L	-	868672	869857	868738	869776	1	868672,	869857,
PNUTS	NM_001272921	chr2L	+	870464	877038	871573	876737	6	870464,871340,871640,871805,872207,875037,	870552,871576,871738,872080,873539,877038,
CG15824	NM_001298626	chr2L	-	877171	885141	878280	885052	15	877171,878391,878837,879864,880973,881647,882047,882659,883095,883364,884051,884255,884441,884721,884907,	878334,878773,879799,880914,881585,881947,882604,883039,883297,883991,884185,884388,884652,884846,885141,
ninaA	NM_057308	chr2L	+	877301	878270	877361	878173	2	877301,877969,	877871,878270,
CR45348	NR_124011	chr2L	-	897452	898050	898050	898050	1	897452,	898050,
Lsp1beta	NM_001298627	chr2L	+	898499	901316	898731	901169	2	898499,899009,	898941,901316,
snRNA:U1:95Ca	NR_002078	chr2L	-	901490	901654	901654	901654	1	901490,	901654,
CR45261	NR_124012	chr2L	+	904028	904347	904347	904347	1	904028,	904347,
CR44061	NR_073685	chr2L	-	912980	913305	913305	913305	1	912980,	913305,
GluRIIC	NM_134713	chr2L	+	914085	917805	914197	917736	11	914085,914337,914552,914799,915057,915324,915507,915814,916281,916706,917466,	914279,914493,914615,915003,915269,915447,915750,916231,916653,917387,917805,
CG4341	NM_134714	chr2L	+	922792	958098	930334	957452	11	922792,930064,950491,951586,952255,953395,956248,956403,956859,957051,957278,	923219,930423,950578,952142,953333,953510,956334,956792,956944,957209,958098,
CR44801	NR_124013	chr2L	-	987898	991300	991300	991300	3	987898,989416,990484,	989104,990311,991300,
IA-2	NM_164401	chr2L	-	1008377	1048053	1013952	1034176	12	1008377,1014549,1014776,1015034,1015314,1015992,1016138,1017710,1019267,1033686,1046809,1047955,	1014484,1014716,1014974,1015256,1015927,1016076,1017641,1017768,1019321,1034190,1047022,1048053,
CG4375	NM_164402	chr2L	-	1026104	1026897	1026275	1026785	1	1026104,	1026897,
CG4415	NM_134717	chr2L	+	1037245	1038685	1037378	1038422	2	1037245,1038578,	1038506,1038685,
S	NM_078726	chr2L	-	1049673	1077815	1052037	1062146	5	1049673,1052330,1052565,1061233,1076834,	1052265,1052495,1053053,1062213,1077815,
ast	NM_078727	chr2L	+	1077947	1080803	1078034	1080710	3	1077947,1078624,1079120,	1078568,1079065,1080803,
Atg4a	NM_001272923	chr2L	+	1080910	1085380	1081243	1082871	5	1080910,1081577,1081976,1082119,1082791,	1081427,1081920,1082056,1082665,1085380,
CG4629	NM_164404	chr2L	-	1083090	1102504	1084018	1087862	9	1083090,1084893,1085200,1085523,1085743,1085926,1087694,1101920,1102322,	1084836,1085136,1085309,1085680,1085861,1086026,1088106,1101968,1102504,
mtRNApol	NM_001272924	chr2L	-	1103253	1108373	1103690	1108202	8	1103253,1103878,1105158,1106355,1107160,1107372,1107811,1108015,	1103820,1105101,1106298,1107106,1107316,1107757,1107949,1108373,
CG14339	NM_134722	chr2L	+	1108539	1112694	1108700	1112643	7	1108539,1109962,1110479,1111263,1111453,1112027,1112505,	1109895,1110423,1110674,1111397,1111967,1112444,1112694,
CG14340	NM_134723	chr2L	+	1112940	1114138	1112987	1113950	4	1112940,1113203,1113558,1113825,	1113152,1113501,1113765,1114138,
Pino	NM_001272925	chr2L	-	1114653	1119031	1115733	1117499	5	1114653,1116440,1117443,1117866,1118565,	1115943,1116690,1117516,1117917,1119031,
CG4552	NM_134725	chr2L	+	1129315	1132411	1129488	1131953	3	1129315,1129818,1131263,	1129505,1131181,1132411,
Iris	NM_134726	chr2L	-	1132331	1134098	1132477	1134073	1	1132331,	1134098,
CG4577	NM_001272926	chr2L	+	1134692	1141156	1134858	1139956	5	1134692,1138620,1139123,1139482,1139828,	1135081,1139067,1139385,1139763,1141156,
CR45717	NR_124014	chr2L	+	1142868	1143216	1143216	1143216	1	1142868,	1143216,
MFS3	NM_134728	chr2L	+	1143200	1147395	1143370	1147075	4	1143200,1145443,1146538,1146892,	1143410,1146472,1146825,1147395,
CG4749	NM_134729	chr2L	+	1147821	1149449	1147864	1149376	1	1147821,	1149449,
Tfb4	NM_134730	chr2L	-	1149444	1150677	1149513	1150647	5	1149444,1149650,1150130,1150378,1150616,	1149586,1150069,1150326,1150559,1150677,
Vps29	NM_134731	chr2L	+	1150765	1151764	1150862	1151411	1	1150765,	1151764,
capt	NM_001038781	chr2L	-	1151677	1156311	1152031	1155968	7	1151677,1152176,1152770,1153385,1154281,1154551,1155745,	1152115,1152700,1153318,1153731,1154406,1155053,1156311,
CR43767	NR_073686	chr2L	-	1158575	1159355	1159355	1159355	1	1158575,	1159355,
Tango14	NM_001272928	chr2L	+	1158660	1160220	1158975	1160100	3	1158660,1158856,1159755,	1158782,1159467,1160220,
CG5080	NM_001272929	chr2L	-	1160289	1163886	1160443	1163088	5	1160289,1161289,1161926,1162999,1163416,	1161219,1161869,1162146,1163149,1163886,
IntS14	NM_134735	chr2L	+	1164442	1166425	1164539	1166361	2	1164442,1165138,	1165080,1166425,
CG14341	NM_134736	chr2L	+	1166505	1167211	1166559	1167162	2	1166505,1166982,	1166922,1167211,
Plap	NM_001298628	chr2L	-	1167171	1170365	1167242	1169785	5	1167171,1168011,1168694,1169627,1170227,	1167954,1168638,1169561,1169958,1170365,
CG31922	NM_164408	chr2L	+	1170180	1170789	1170233	1170765	3	1170180,1170418,1170610,	1170363,1170553,1170789,
CG5118	NM_134737	chr2L	-	1170752	1172805	1170792	1172619	4	1170752,1171029,1171713,1172022,	1170956,1171643,1171913,1172805,
CG4887	NM_001272930	chr2L	+	1173008	1177589	1173200	1177372	12	1173008,1173379,1173883,1174196,1174496,1174909,1175046,1175286,1175578,1176100,1176941,1177255,	1173319,1173829,1174130,1174266,1174570,1174987,1175173,1175523,1176043,1176881,1177191,1177589,
CG4896	NM_134739	chr2L	+	1177689	1182454	1177949	1182286	13	1177689,1177947,1178107,1178840,1179126,1179451,1179859,1179996,1180212,1180512,1180994,1181854,1182169,	1177861,1178044,1178467,1179069,1179196,1179525,1179937,1180123,1180449,1180926,1181793,1182104,1182454,
CG5126	NM_134740	chr2L	-	1182296	1184020	1182494	1183919	2	1182296,1183528,	1183471,1184020,
Tgt	NM_134741	chr2L	+	1184064	1185698	1184165	1185517	2	1184064,1184322,	1184254,1185698,
CG5001	NM_001258903	chr2L	+	1185756	1196807	1191683	1196443	6	1185756,1191402,1191598,1191969,1192255,1196215,	1186015,1191534,1191909,1192198,1192625,1196807,
CG5139	NM_134743	chr2L	-	1198464	1199266	1198598	1199138	1	1198464,	1199266,
CG43348	NM_001258905	chr2L	+	1199411	1199709	1199449	1199578	1	1199411,	1199709,
CG43349	NM_001258906	chr2L	+	1200204	1200580	1200239	1200452	1	1200204,	1200580,
CG5011	NM_001272935	chr2L	+	1200670	1201220	1200859	1201102	1	1200670,	1201220,
CG14342	NM_134744	chr2L	+	1204214	1205250	1204315	1204975	4	1204214,1204564,1204762,1204900,	1204464,1204687,1204841,1205250,
CR45346	NR_124015	chr2L	-	1214648	1215293	1215293	1215293	1	1214648,	1215293,
CR43263	NR_047871	chr2L	-	1216853	1217785	1217785	1217785	2	1216853,1217484,	1217384,1217785,
CG42329	NM_134746	chr2L	+	1219292	1229802	1219362	1229471	8	1219292,1219656,1227701,1227827,1228191,1228464,1228713,1229252,	1219591,1220035,1227763,1228137,1228408,1228652,1229185,1229802,
CG5397	NM_001272936	chr2L	+	1240035	1243018	1240067	1242145	2	1240035,1241050,	1240970,1243018,
robo3	NM_001272937	chr2L	+	1256416	1296596	1256890	1293686	12	1256416,1273584,1280598,1284605,1285303,1285505,1285744,1287160,1287500,1288132,1289454,1292647,	1256945,1273778,1280701,1284890,1285444,1285637,1287049,1287259,1287741,1288293,1289728,1296596,
a5	NM_057650	chr2L	+	1329160	1329993	1329177	1329867	2	1329160,1329381,	1329324,1329993,
CG5440	NM_001298629	chr2L	+	1334127	1335514	1334268	1334837	2	1334127,1334818,	1334759,1335514,
CG33923	NM_001032045	chr2L	-	1341364	1342095	1341364	1342095	4	1341364,1341588,1341828,1342038,	1341520,1341756,1341984,1342095,
CG33922	NM_001032046	chr2L	-	1343442	1344171	1343442	1344171	4	1343442,1343658,1343903,1344114,	1343598,1343826,1344059,1344171,
Cdlc2	NM_001258907	chr2L	+	1344399	1345135	1344615	1344885	2	1344399,1344580,	1344515,1345135,
CR45005	NR_124016	chr2L	-	1345500	1345840	1345840	1345840	1	1345500,	1345840,
CR45006	NR_124017	chr2L	-	1345964	1346331	1346331	1346331	1	1345964,	1346331,
CG5556	NM_134751	chr2L	-	1351727	1352868	1351859	1352815	2	1351727,1352697,	1352641,1352868,
CG5561	NM_134752	chr2L	-	1352969	1354109	1353038	1354005	2	1352969,1353887,	1353838,1354109,
CG31924	NM_164414	chr2L	-	1354100	1354919	1354180	1354891	1	1354100,	1354919,
CG5565	NM_134754	chr2L	-	1354910	1355924	1354973	1355768	2	1354910,1355701,	1355629,1355924,
CG31659	NM_164415	chr2L	-	1358924	1359790	1358970	1359783	5	1358924,1359171,1359331,1359466,1359760,	1359110,1359270,1359417,1359697,1359790,
NLaz	NM_001298631	chr2L	-	1359836	1361821	1360146	1361657	6	1359836,1360491,1360656,1360795,1361457,1361640,	1360373,1360590,1360736,1360926,1361578,1361821,
CG14346	NM_001298632	chr2L	+	1368088	1369050	1368241	1368964	4	1368088,1368214,1368365,1368529,	1368109,1368313,1368479,1369050,
CR44898	NR_124018	chr2L	-	1380082	1381326	1381326	1381326	1	1380082,	1381326,
robo2	NM_001272939	chr2L	-	1380085	1420453	1381443	1420165	14	1380085,1384926,1386847,1387106,1387430,1390892,1391388,1391586,1392689,1394191,1394473,1395902,1397061,1419903,	1382632,1385212,1387011,1387353,1387526,1391298,1391508,1392524,1392821,1394332,1394758,1396005,1397252,1420453,
CR44897	NR_124019	chr2L	+	1381210	1382796	1382796	1382796	1	1381210,	1382796,
CG43401	NM_001258908	chr2L	+	1428473	1428981	1428667	1428847	1	1428473,	1428981,
snRNA:U3:22A	NR_001600	chr2L	+	1432710	1432921	1432921	1432921	1	1432710,	1432921,
CG43402	NM_001298634	chr2L	+	1442626	1443832	1442786	1443281	1	1442626,	1443832,
CG31928	NM_001272940	chr2L	+	1492294	1493859	1492313	1493570	1	1492294,	1493859,
CG33128	NM_175947	chr2L	+	1494069	1495456	1494145	1495363	1	1494069,	1495456,
CG31926	NM_001272941	chr2L	+	1495459	1497071	1495746	1496979	1	1495459,	1497071,
CG31661	NM_164420	chr2L	+	1497242	1498583	1497253	1498435	1	1497242,	1498583,
CG18131	NM_164425	chr2L	-	1498454	1500429	1498665	1500192	4	1498454,1499557,1500113,1500408,	1499421,1500045,1500202,1500429,
CG7420	NM_001272942	chr2L	-	1500783	1502904	1500913	1502628	4	1500783,1501098,1501932,1502610,	1501036,1501872,1502184,1502904,
CR44064	NR_073687	chr2L	+	1500829	1504204	1504204	1504204	3	1500829,1501123,1503569,	1501054,1501429,1504204,
